p Int 3672 10063
n 3671 s
n 3672 t
a        62       64         11       1
a        64       62         11       1
a        57       65         10       1
a        65       57         10       1
a        63       66         10       1
a        66       63         10       1
a        66       67         10       1
a        67       66         10       1
a        61       67         10       1
a        67       61         10       1
a        60       68         10       1
a        68       60         10       1
a        51       69          6       1
a        69       51          6       1
a        66       69         10       1
a        69       66         10       1
a        64       68         10       1
a        68       64         10       1
a        67       68         10       1
a        68       67         10       1
a        70       71          6       1
a        71       70          6       1
a        59       70         10       1
a        70       59         10       1
a        54       72          6       1
a        72       54          6       1
a        69       72         10       1
a        72       69         10       1
a        62       73         11       1
a        73       62         11       1
a        47       74         10       1
a        74       47         10       1
a        72       74         10       1
a        74       72         10       1
a        68       75         10       1
a        75       68         10       1
a        53       76         10       1
a        76       53         10       1
a        67       77         10       1
a        77       67         10       1
a        66       78         10       1
a        78       66         10       1
a        77       78         10       1
a        78       77         10       1
a        73       76         10       1
a        76       73         10       1
a        75       77         10       1
a        77       75         10       1
a        76       79         10       1
a        79       76         10       1
a        75       79         10       1
a        79       75         10       1
a        78       80         10       1
a        80       78         10       1
a        72       81          6       1
a        81       72          6       1
a        80       81         10       1
a        81       80         10       1
a        74       82         10       1
a        82       74         10       1
a        74       83         10       1
a        83       74         10       1
a        81       83         10       1
a        83       81         10       1
a        82       83         10       1
a        83       82         10       1
a        70       84         10       1
a        84       70         10       1
a        84       85         10       1
a        85       84         10       1
a        82       85         10       1
a        85       82         10       1
a        84       86          6       1
a        86       84          6       1
a        85       86         10       1
a        86       85         10       1
a        76       87         10       1
a        87       76         10       1
a        79       87         10       1
a        87       79         10       1
a        65       88         10       1
a        88       65         10       1
a        88       89         10       1
a        89       88         10       1
a        89       90         11       1
a        90       89         11       1
a        65       90         11       1
a        90       65         11       1
a        90       91          6       1
a        91       90          6       1
a        87       92         10       1
a        92       87         10       1
a        78       93         10       1
a        93       78         10       1
a        83       94         10       1
a        94       83         10       1
a        93       95          6       1
a        95       93          6       1
a        77       95         10       1
a        95       77         10       1
a        91       96          6       1
a        96       91          6       1
a        96       97         10       1
a        97       96         10       1
a        97       98         10       1
a        98       97         10       1
a        86       98          6       1
a        98       86          6       1
a        94       98         10       1
a        98       94         10       1
a        93       94         10       1
a        94       93         10       1
a        95       99          6       1
a        99       95          6       1
a        75       99         10       1
a        99       75         10       1
a        92       99         10       1
a        99       92         10       1
a        92      100         10       1
a       100       92         10       1
a        95      101         10       1
a       101       95         10       1
a        99      101         10       1
a       101       99         10       1
a       100      102         10       1
a       102      100         10       1
a        93      103         10       1
a       103       93         10       1
a       101      103         11       1
a       103      101         11       1
a        81      104         11       1
a       104       81         11       1
a       104      105         11       1
a       105      104         11       1
a        80      105         11       1
a       105       80         11       1
a        56      106         11       1
a       106       56         11       1
a       104      106         11       1
a       106      104         11       1
a       105      107         11       1
a       107      105         11       1
a       103      107         11       1
a       107      103         11       1
a        97      108         10       1
a       108       97         10       1
a       106      108         11       1
a       108      106         11       1
a       102      109         10       1
a       109      102         10       1
a       103      110         10       1
a       110      103         10       1
a       107      110         11       1
a       110      107         11       1
a        91      111         11       1
a       111       91         11       1
a        96      111         10       1
a       111       96         10       1
a       108      112         11       1
a       112      108         11       1
a       111      112         11       1
a       112      111         11       1
a       107      113          6       1
a       113      107          6       1
a       113      114          6       1
a       114      113          6       1
a       115      116          6       1
a       116      115          6       1
a       108      115         10       1
a       115      108         10       1
a       114      115          6       1
a       115      114          6       1
a        90      117         11       1
a       117       90         11       1
a       111      117         10       1
a       117      111         10       1
a       112      118         11       1
a       118      112         11       1
a       116      118          6       1
a       118      116          6       1
a       114      119          6       1
a       119      114          6       1
a       117      120         10       1
a       120      117         10       1
a       117      121         11       1
a       121      117         11       1
a       118      121         11       1
a       121      118         11       1
a       115      122         11       1
a       122      115         11       1
a       121      123         11       1
a       123      121         11       1
a       122      123         11       1
a       123      122         11       1
a       123      124         11       1
a       124      123         11       1
a       124      125          6       1
a       125      124          6       1
a       122      125          6       1
a       125      122          6       1
a       125      126          6       1
a       126      125          6       1
a       124      127         11       1
a       127      124         11       1
a       125      127          6       1
a       127      125          6       1
a       127      128          6       1
a       128      127          6       1
a         1      129         10       1
a       129        1         10       1
a         6      130         10       1
a       130        6         10       1
a        11      131         10       1
a       131       11         10       1
a        19      132         10       1
a       132       19         10       1
a        23      133         11       1
a       133       23         11       1
a        65      134         11       1
a       134       65         11       1
a       120      135         10       1
a       135      120         10       1
a       120      136         10       1
a       136      120         10       1
a       123      137         11       1
a       137      123         11       1
a       127      138         11       1
a       138      127         11       1
a         8      139         10       1
a       139        8         10       1
a         3      140         10       1
a       140        3         10       1
a         1      140          6       1
a       140        1          6       1
a        42      141          6       1
a       141       42          6       1
a        88      142         10       1
a       142       88         10       1
a        42      143         10       1
a       143       42         10       1
a        41      144          6       1
a       144       41          6       1
a        73      145         11       1
a       145       73         11       1
a       100      146         10       1
a       146      100         10       1
a       109      147          6       1
a       147      109          6       1
a       102      148          6       1
a       148      102          6       1
a       109      149         10       1
a       149      109         10       1
a       110      150         11       1
a       150      110         11       1
a       151      152         11       1
a       152      151         11       1
a       153      154          6       1
a       154      153          6       1
a       153      155          9       1
a       155      153          9       1
a       156      157          9       1
a       157      156          9       1
a       156      158          9       1
a       158      156          9       1
a       158      159          9       1
a       159      158          9       1
a       158      160          9       1
a       160      158          9       1
a       161      162          6       1
a       162      161          6       1
a       161      163         11       1
a       163      161         11       1
a       153      164          6       1
a       164      153          6       1
a       165      166          9       1
a       166      165          9       1
a       162      167          6       1
a       167      162          6       1
a       168      169         10       1
a       169      168         10       1
a       167      170          6       1
a       170      167          6       1
a       168      171         10       1
a       171      168         10       1
a       170      171         10       1
a       171      170         10       1
a       172      173         10       1
a       173      172         10       1
a       174      175         11       1
a       175      174         11       1
a       176      177         10       1
a       177      176         10       1
a       178      179         10       1
a       179      178         10       1
a       180      181         10       1
a       181      180         10       1
a       182      183         10       1
a       183      182         10       1
a       183      184          9       1
a       184      183          9       1
a       182      185         10       1
a       185      182         10       1
a       183      185          9       1
a       185      183          9       1
a       185      186         10       1
a       186      185         10       1
a       176      187         10       1
a       187      176         10       1
a       186      187         10       1
a       187      186         10       1
a       186      188         10       1
a       188      186         10       1
a       189      190         10       1
a       190      189         10       1
a       176      191         10       1
a       191      176         10       1
a       187      191         10       1
a       191      187         10       1
a       187      192         10       1
a       192      187         10       1
a       188      192         10       1
a       192      188         10       1
a       190      193         10       1
a       193      190         10       1
a       191      194         10       1
a       194      191         10       1
a       192      194         10       1
a       194      192         10       1
a       188      195         10       1
a       195      188         10       1
a       191      196         10       1
a       196      191         10       1
a       194      196         10       1
a       196      194         10       1
a       192      197         10       1
a       197      192         10       1
a       195      197          9       1
a       197      195          9       1
a       194      198         10       1
a       198      194         10       1
a       197      198          9       1
a       198      197          9       1
a       189      199          9       1
a       199      189          9       1
a       196      199         10       1
a       199      196         10       1
a       195      200         10       1
a       200      195         10       1
a       166      201          9       1
a       201      166          9       1
a       198      202         10       1
a       202      198         10       1
a       197      202         10       1
a       202      197         10       1
a       203      204         10       1
a       204      203         10       1
a       156      205          9       1
a       205      156          9       1
a       189      206         10       1
a       206      189         10       1
a       199      206         10       1
a       206      199         10       1
a       207      208         10       1
a       208      207         10       1
a       206      209         10       1
a       209      206         10       1
a       198      209          9       1
a       209      198          9       1
a       200      210         10       1
a       210      200         10       1
a       158      211          9       1
a       211      158          9       1
a       202      212         10       1
a       212      202         10       1
a       210      212          9       1
a       212      210          9       1
a       209      213          9       1
a       213      209          9       1
a       212      213          9       1
a       213      212          9       1
a       204      214         10       1
a       214      204         10       1
a       190      215          9       1
a       215      190          9       1
a       206      215         10       1
a       215      206         10       1
a       210      216         10       1
a       216      210         10       1
a       213      217          9       1
a       217      213          9       1
a       216      218         10       1
a       218      216         10       1
a       211      219          9       1
a       219      211          9       1
a       219      220          9       1
a       220      219          9       1
a       165      221          9       1
a       221      165          9       1
a       221      222          9       1
a       222      221          9       1
a       223      224          9       1
a       224      223          9       1
a       218      225         10       1
a       225      218         10       1
a       211      226          9       1
a       226      211          9       1
a       219      226          6       1
a       226      219          6       1
a       227      228         10       1
a       228      227         10       1
a       229      230          9       1
a       230      229          9       1
a       222      231          9       1
a       231      222          9       1
a       224      232          9       1
a       232      224          9       1
a       181      233         10       1
a       233      181         10       1
a       165      234          6       1
a       234      165          6       1
a       234      235         10       1
a       235      234         10       1
a       236      237          9       1
a       237      236          9       1
a       221      238          9       1
a       238      221          9       1
a       238      239         10       1
a       239      238         10       1
a       240      241          9       1
a       241      240          9       1
a       242      243          9       1
a       243      242          9       1
a       240      244          9       1
a       244      240          9       1
a       239      245         10       1
a       245      239         10       1
a       231      246          9       1
a       246      231          9       1
a       233      247          9       1
a       247      233          9       1
a       248      249         10       1
a       249      248         10       1
a       250      251          6       1
a       251      250          6       1
a       251      252          6       1
a       252      251          6       1
a       253      254         10       1
a       254      253         10       1
a       253      255         10       1
a       255      253         10       1
a       254      256         10       1
a       256      254         10       1
a       253      256         10       1
a       256      253         10       1
a       256      257         10       1
a       257      256         10       1
a       255      257         10       1
a       257      255         10       1
a       231      258          9       1
a       258      231          9       1
a       257      259         10       1
a       259      257         10       1
a       246      260          9       1
a       260      246          9       1
a       261      262         10       1
a       262      261         10       1
a       259      263         10       1
a       263      259         10       1
a       264      265          9       1
a       265      264          9       1
a       263      266         11       1
a       266      263         11       1
a       267      268          9       1
a       268      267          9       1
a       258      269         10       1
a       269      258         10       1
a       260      270          9       1
a       270      260          9       1
a       270      271          6       1
a       271      270          6       1
a       264      272          9       1
a       272      264          9       1
a       268      273          9       1
a       273      268          9       1
a       260      274          9       1
a       274      260          9       1
a       275      276         10       1
a       276      275         10       1
a       274      277          6       1
a       277      274          6       1
a       275      278         11       1
a       278      275         11       1
a       230      279          9       1
a       279      230          9       1
a       269      280          9       1
a       280      269          9       1
a       277      281         10       1
a       281      277         10       1
a       276      281         10       1
a       281      276         10       1
a       273      282          9       1
a       282      273          9       1
a       214      283          9       1
a       283      214          9       1
a       284      285          9       1
a       285      284          9       1
a       283      286          9       1
a       286      283          9       1
a       287      288         10       1
a       288      287         10       1
a       288      289         10       1
a       289      288         10       1
a       271      290          9       1
a       290      271          9       1
a       285      291          9       1
a       291      285          9       1
a       292      293          9       1
a       293      292          9       1
a       268      294          9       1
a       294      268          9       1
a       294      295          9       1
a       295      294          9       1
a       291      296          9       1
a       296      291          9       1
a       279      297         11       1
a       297      279         11       1
a       297      298          6       1
a       298      297          6       1
a       283      299          9       1
a       299      283          9       1
a       297      300         11       1
a       300      297         11       1
a       280      301          9       1
a       301      280          9       1
a       286      302          9       1
a       302      286          9       1
a       292      303         10       1
a       303      292         10       1
a       304      305          9       1
a       305      304          9       1
a       305      306          6       1
a       306      305          6       1
a       296      307          9       1
a       307      296          9       1
a       308      309          9       1
a       309      308          9       1
a       252      308          6       1
a       308      252          6       1
a       308      310          9       1
a       310      308          9       1
a       306      311          9       1
a       311      306          9       1
a       282      312          9       1
a       312      282          9       1
a       313      314         10       1
a       314      313         10       1
a       300      315         10       1
a       315      300         10       1
a       281      316         10       1
a       316      281         10       1
a       314      317         10       1
a       317      314         10       1
a       307      318          9       1
a       318      307          9       1
a       315      319         10       1
a       319      315         10       1
a       315      320         10       1
a       320      315         10       1
a       316      321         10       1
a       321      316         10       1
a       321      322         10       1
a       322      321         10       1
a       319      320         10       1
a       320      319         10       1
a       322      323         10       1
a       323      322         10       1
a       321      323         10       1
a       323      321         10       1
a       324      325         10       1
a       325      324         10       1
a       322      325         10       1
a       325      322         10       1
a       311      326         10       1
a       326      311         10       1
a       319      327         10       1
a       327      319         10       1
a       328      329         10       1
a       329      328         10       1
a       327      330          6       1
a       330      327          6       1
a       328      331         10       1
a       331      328         10       1
a       331      332         10       1
a       332      331         10       1
a       333      334          9       1
a       334      333          9       1
a       330      335          6       1
a       335      330          6       1
a       329      336         10       1
a       336      329         10       1
a       302      337          9       1
a       337      302          9       1
a       331      338         10       1
a       338      331         10       1
a       326      333         10       1
a       333      326         10       1
a       329      339         10       1
a       339      329         10       1
a       339      340         10       1
a       340      339         10       1
a       334      341          9       1
a       341      334          9       1
a       339      342         10       1
a       342      339         10       1
a       288      343         10       1
a       343      288         10       1
a       331      344         10       1
a       344      331         10       1
a       345      346         10       1
a       346      345         10       1
a       346      347         10       1
a       347      346         10       1
a       348      349         10       1
a       349      348         10       1
a       347      348         10       1
a       348      347         10       1
a       342      350         10       1
a       350      342         10       1
a       351      352         10       1
a       352      351         10       1
a       344      353         10       1
a       353      344         10       1
a       336      354         10       1
a       354      336         10       1
a       355      356         10       1
a       356      355         10       1
a       357      358         10       1
a       358      357         10       1
a       359      360          9       1
a       360      359          9       1
a       343      361         10       1
a       361      343         10       1
a       362      363         10       1
a       363      362         10       1
a       362      364         10       1
a       364      362         10       1
a       341      365         10       1
a       365      341         10       1
a       307      366          6       1
a       366      307          6       1
a       365      367         10       1
a       367      365         10       1
a       360      368          9       1
a       368      360          9       1
a       369      370          9       1
a       370      369          9       1
a       367      371         10       1
a       371      367         10       1
a       273      372          9       1
a       372      273          9       1
a       366      373          6       1
a       373      366          6       1
a       368      374          9       1
a       374      368          9       1
a       375      376         10       1
a       376      375         10       1
a       375      377         10       1
a       377      375         10       1
a       378      379          9       1
a       379      378          9       1
a       365      380         10       1
a       380      365         10       1
a       370      381          9       1
a       381      370          9       1
a       382      383         10       1
a       383      382         10       1
a       375      384         10       1
a       384      375         10       1
a       385      386         11       1
a       386      385         11       1
a       384      387         10       1
a       387      384         10       1
a       387      388         10       1
a       388      387         10       1
a       375      389         10       1
a       389      375         10       1
a       387      390         10       1
a       390      387         10       1
a       380      391         10       1
a       391      380         10       1
a       391      392         10       1
a       392      391         10       1
a       391      393         10       1
a       393      391         10       1
a       394      395         10       1
a       395      394         10       1
a       392      396         10       1
a       396      392         10       1
a       386      396         10       1
a       396      386         10       1
a       391      397         10       1
a       397      391         10       1
a       398      399         10       1
a       399      398         10       1
a       398      400         10       1
a       400      398         10       1
a       401      402         10       1
a       402      401         10       1
a       395      403          9       1
a       403      395          9       1
a       404      405         10       1
a       405      404         10       1
a       401      406         10       1
a       406      401         10       1
a       373      407          9       1
a       407      373          9       1
a       408      409          9       1
a       409      408          9       1
a       405      410         10       1
a       410      405         10       1
a       406      410         10       1
a       410      406         10       1
a       368      411          9       1
a       411      368          9       1
a       410      412         10       1
a       412      410         10       1
a       412      413         10       1
a       413      412         10       1
a       411      414          9       1
a       414      411          9       1
a       415      416         10       1
a       416      415         10       1
a       416      417         10       1
a       417      416         10       1
a       418      419          9       1
a       419      418          9       1
a       419      420         11       1
a       420      419         11       1
a       420      421         10       1
a       421      420         10       1
a       419      422         11       1
a       422      419         11       1
a       422      423         11       1
a       423      422         11       1
a       424      425         10       1
a       425      424         10       1
a       407      426          9       1
a       426      407          9       1
a       423      427         10       1
a       427      423         10       1
a       428      429         11       1
a       429      428         11       1
a       427      430         10       1
a       430      427         10       1
a       430      431         10       1
a       431      430         10       1
a       432      433         10       1
a       433      432         10       1
a       429      432         11       1
a       432      429         11       1
a       434      435          9       1
a       435      434          9       1
a       426      436         10       1
a       436      426         10       1
a       436      437         10       1
a       437      436         10       1
a       424      438         10       1
a       438      424         10       1
a       434      439          9       1
a       439      434          9       1
a       414      440          9       1
a       440      414          9       1
a       440      441          9       1
a       441      440          9       1
a       436      442         10       1
a       442      436         10       1
a       439      442          9       1
a       442      439          9       1
a       417      443         10       1
a       443      417         10       1
a       431      444         10       1
a       444      431         10       1
a       439      445          9       1
a       445      439          9       1
a       445      446          9       1
a       446      445          9       1
a       447      448         10       1
a       448      447         10       1
a       448      449         11       1
a       449      448         11       1
a       445      450          9       1
a       450      445          9       1
a       448      451         11       1
a       451      448         11       1
a       436      452         10       1
a       452      436         10       1
a       450      453         10       1
a       453      450         10       1
a       454      455         10       1
a       455      454         10       1
a       443      456         10       1
a       456      443         10       1
a       451      457         10       1
a       457      451         10       1
a       453      458         10       1
a       458      453         10       1
a       409      459          9       1
a       459      409          9       1
a       438      460         10       1
a       460      438         10       1
a       461      462         10       1
a       462      461         10       1
a       462      463         10       1
a       463      462         10       1
a       463      464         10       1
a       464      463         10       1
a       458      461         10       1
a       461      458         10       1
a       463      465         10       1
a       465      463         10       1
a       462      465         10       1
a       465      462         10       1
a       464      466         10       1
a       466      464         10       1
a       465      466         10       1
a       466      465         10       1
a       464      467         10       1
a       467      464         10       1
a       466      467         10       1
a       467      466         10       1
a       468      469         10       1
a       469      468         10       1
a       467      470         10       1
a       470      467         10       1
a       466      471         10       1
a       471      466         10       1
a       465      471         10       1
a       471      465         10       1
a       469      472         10       1
a       472      469         10       1
a       452      473         10       1
a       473      452         10       1
a       474      475         10       1
a       475      474         10       1
a       475      476         10       1
a       476      475         10       1
a       452      477         10       1
a       477      452         10       1
a       475      477         10       1
a       477      475         10       1
a       477      478         10       1
a       478      477         10       1
a       475      478         10       1
a       478      475         10       1
a       446      479         10       1
a       479      446         10       1
a       457      480         10       1
a       480      457         10       1
a       481      482         10       1
a       482      481         10       1
a       483      484         11       1
a       484      483         11       1
a       479      485         10       1
a       485      479         10       1
a       470      486         10       1
a       486      470         10       1
a       479      487         10       1
a       487      479         10       1
a       473      487         10       1
a       487      473         10       1
a       487      488         10       1
a       488      487         10       1
a       473      488         10       1
a       488      473         10       1
a       488      489         10       1
a       489      488         10       1
a       477      489         10       1
a       489      477         10       1
a       489      490         10       1
a       490      489         10       1
a       478      490         10       1
a       490      478         10       1
a       490      491         10       1
a       491      490         10       1
a       488      492         10       1
a       492      488         10       1
a       489      492         10       1
a       492      489         10       1
a       479      493         10       1
a       493      479         10       1
a       487      494         10       1
a       494      487         10       1
a       494      495         10       1
a       495      494         10       1
a       492      495         10       1
a       495      492         10       1
a       494      496         10       1
a       496      494         10       1
a       495      496         10       1
a       496      495         10       1
a       495      497         10       1
a       497      495         10       1
